종목명,현재가,전일비,등락률,거래량,거래대금,market,code
GS글로벌,"2,415",상승25,+1.05%,"395,922",,KOSPI,001250
RISE 국채선물10년인버스,"57,395",상승220,+0.38%,12,,KOSPI,295020
TIGER 배당커버드콜액티브,"13,020",상승140,+1.09%,"273,910",,KOSPI,472150
NH올원리츠,"3,585",상승40,+1.13%,"136,151",,KOSPI,400760
한솔테크닉스,"6,110",상승110,+1.83%,"170,947",,KOSPI,004710
ACE 엔비디아밸류체인액티브,"15,110",상승205,+1.38%,"641,476",,KOSPI,483320
알루코,"2,010",상승10,+0.50%,"80,841",,KOSPI,001780
동양,815,상승9,+1.12%,"3,530,330",,KOSPI,001520
퍼스텍,"3,965",보합0,0.00%,"198,512",,KOSPI,010820
ACE 미국빅테크7+데일리타겟커버드콜(합성),"13,240",상승115,+0.88%,"139,126",,KOSPI,480020
미창석유,"110,700",상승600,+0.54%,"3,941",,KOSPI,003650
삼성 레버리지 천연가스 선물 ETN C,"3,850",보합0,0.00%,"739,514",,KOSPI,530111
금호석유화학우,"63,500",하락200,-0.31%,"3,736",,KOSPI,011785
SOL 미국S&P500,"20,850",상승115,+0.55%,"35,126",,KOSPI,433330
KODEX 신재생에너지액티브,"29,660",상승610,+2.10%,"69,937",,KOSPI,385510
이월드,"1,349",상승3,+0.22%,"93,503",,KOSPI,084680
S-Oil우,"47,150",상승350,+0.75%,"12,474",,KOSPI,010955
1Q CD금리액티브(합성),"102,735",상승10,+0.01%,"2,630",,KOSPI,491610
진양홀딩스,"3,370",상승45,+1.35%,"103,749",,KOSPI,100250
에이플러스에셋,"8,310",상승80,+0.97%,"626,822",,KOSPI,244920
콘텐트리중앙,"9,620",하락150,-1.54%,"28,078",,KOSPI,036420
TIGER 차이나과창판STAR50(합성),"11,080",하락95,-0.85%,"101,605",,KOSPI,414780
CJ제일제당 우,"139,100",상승900,+0.65%,"2,822",,KOSPI,097955
코오롱글로벌,"9,750",상승390,+4.17%,"41,046",,KOSPI,003070
금강공업,"6,280",하락300,-4.56%,"870,570",,KOSPI,014280
TIGER 미국초단기(3개월이하)국채,"10,170",하락5,-0.05%,"552,412",,KOSPI,0046A0
LG헬로비전,"2,365",상승30,+1.28%,"66,585",,KOSPI,037560
롯데하이마트,"7,720",보합0,0.00%,"17,173",,KOSPI,071840
경농,"9,310",보합0,0.00%,"11,036",,KOSPI,002100
KIWOOM CD금리액티브(합성),"108,350",상승5,0.00%,"1,202",,KOSPI,458210
한국석유,"14,270",하락50,-0.35%,"35,366",,KOSPI,004090
TIMEFOLIO 차이나AI테크액티브,"13,330",하락115,-0.86%,"116,812",,KOSPI,0043Y0
진원생명과학,"2,105",하락10,-0.47%,"185,381",,KOSPI,011000
일진다이아,"12,600",하락30,-0.24%,"13,452",,KOSPI,081000
ACE 미국대형가치주액티브,"10,220",상승30,+0.29%,"205,608",,KOSPI,0127M0
대창단조,"6,240",상승70,+1.13%,"153,613",,KOSPI,015230
HK 종합채권(AA-이상)액티브,"109,095",보합0,0.00%,0,,KOSPI,472920
KODEX 국채선물10년인버스,"57,020",상승150,+0.26%,"4,149",,KOSPI,176950
계룡건설,"19,700",상승590,+3.09%,"112,432",,KOSPI,013580
KODEX 차이나항셍테크,"8,960",하락120,-1.32%,"140,261",,KOSPI,372330
동화약품,"6,220",상승30,+0.48%,"37,008",,KOSPI,000020
한세예스24홀딩스,"4,330",상승65,+1.52%,"27,521",,KOSPI,016450
신원,"1,554",상승10,+0.65%,"661,330",,KOSPI,009270
1Q 미국S&P500,"12,235",상승65,+0.53%,"106,589",,KOSPI,0026S0
조선내화,"14,430",상승290,+2.05%,"8,432",,KOSPI,462520
이구산업,"5,080",하락40,-0.78%,"336,015",,KOSPI,025820
ACE 미국AI테크핵심산업액티브,"8,890",상승40,+0.45%,"853,575",,KOSPI,0118Z0
노루페인트,"8,390",상승190,+2.32%,"56,355",,KOSPI,090350
삼양통상,"55,400","상승1,200",+2.21%,"2,974",,KOSPI,002170
그린케미칼,"6,920",상승60,+0.87%,"20,018",,KOSPI,083420
동국씨엠,"5,550",상승10,+0.18%,"52,547",,KOSPI,460850
대교,"1,953",하락1,-0.05%,"38,989",,KOSPI,019680
한국주철관,"7,220",하락20,-0.28%,"14,912",,KOSPI,000970
DH오토넥스,"1,984",보합0,0.00%,0,,KOSPI,000300
PLUS 고배당주위클리커버드콜,"9,275",상승15,+0.16%,"243,507",,KOSPI,489030
TIGER 반도체TOP10레버리지,"15,035",상승115,+0.77%,"937,824",,KOSPI,488080
조일알미늄,"1,288",하락1,-0.08%,"105,660",,KOSPI,018470
SOL 27-12 회사채(AA-이상)액티브,"49,820",하락25,-0.05%,"1,132",,KOSPI,0092C0
한독,"11,820",하락20,-0.17%,"10,219",,KOSPI,002390
1Q K200액티브,"18,635",상승195,+1.06%,"35,169",,KOSPI,451060
대한화섬,"122,000","상승4,400",+3.74%,"1,083",,KOSPI,003830
KCTC,"5,400",상승10,+0.19%,"127,376",,KOSPI,009070
현대비앤지스틸,"10,730",하락90,-0.83%,"25,220",,KOSPI,004560
한국화장품,"10,060",하락90,-0.89%,"93,997",,KOSPI,123690
ACE 미국500데일리타겟커버드콜(합성),"10,970",상승65,+0.60%,"104,079",,KOSPI,480030
사조동아원,"1,141",상승5,+0.44%,"473,631",,KOSPI,008040
유화증권,"2,840",상승40,+1.43%,"27,370",,KOSPI,003460
강남제비스코,"12,380",상승370,+3.08%,"37,952",,KOSPI,000860
무림P&P,"2,580",하락5,-0.19%,"27,640",,KOSPI,009580
TIGER 200TR,"33,375",상승400,+1.21%,"23,070",,KOSPI,310960
SOL 2차전지소부장Fn,"5,320",상승15,+0.28%,"304,543",,KOSPI,455860
삼화페인트,"5,850",상승10,+0.17%,"166,011",,KOSPI,000390
RISE 국고채10년액티브,"104,095",하락255,-0.24%,"10,150",,KOSPI,481430
아모레퍼시픽홀딩스3우C,"22,250",상승250,+1.14%,"2,677",,KOSPI,00279K
대동전자,"15,040",보합0,0.00%,0,,KOSPI,008110
미래에셋증권우,"11,170",상승400,+3.71%,"102,006",,KOSPI,006805
만호제강,"37,800","상승1,050",+2.86%,852,,KOSPI,001080
신한 레버리지 금 선물 ETN,"78,430",상승90,+0.11%,"2,394",,KOSPI,500037
웅진씽크빅,"1,357",상승5,+0.37%,"286,238",,KOSPI,095720
모나용평,"3,250",상승15,+0.46%,"65,912",,KOSPI,070960
KODEX 미국배당다우존스타겟커버드콜,"9,455",하락30,-0.32%,"134,270",,KOSPI,483290
미원홀딩스,"67,200",상승100,+0.15%,295,,KOSPI,107590
KODEX 미국10년국채액티브(H),"10,130",상승5,+0.05%,"89,346",,KOSPI,0091C0
유수홀딩스,"5,980",상승80,+1.36%,"33,724",,KOSPI,000700
TIGER 미국MSCI리츠(합성 H),"12,570",하락30,-0.24%,"18,309",,KOSPI,182480
TIGER 코리아밸류업,"16,435",상승95,+0.58%,"64,556",,KOSPI,496080
WON 전단채플러스액티브,"51,850",보합0,0.00%,"76,905",,KOSPI,496020
TIGER 소프트웨어,"9,475",상승75,+0.80%,"239,325",,KOSPI,157490
HS애드,"9,290",상승50,+0.54%,"17,295",,KOSPI,035000
RISE 국고채3년선물인버스,"113,490",상승135,+0.12%,4,,KOSPI,282000
TIGER 미국배당다우존스타겟데일리커버드콜,"9,125",하락25,-0.27%,"142,216",,KOSPI,0008S0
대호에이엘,"1,755",하락1,-0.06%,"551,629",,KOSPI,069460
KBI동양철관,"1,912",상승11,+0.58%,"899,092",,KOSPI,008970
태경산업,"5,210",상승40,+0.77%,"21,953",,KOSPI,015890
삼성 레버리지 은 선물 ETN(H),"50,630","상승2,245",+4.64%,"49,049",,KOSPI,530061
TIGER 미국AI전력SMR,"8,050",상승230,+2.94%,"490,970",,KOSPI,0123G0
자이에스앤디,"3,905",하락10,-0.26%,"56,579",,KOSPI,317400
KODEX 삼성그룹밸류,"12,710",상승260,+2.09%,"50,956",,KOSPI,213610
KODEX 미국S&P500선물(H),"30,190",상승165,+0.55%,"24,604",,KOSPI,219480
사조씨푸드,"8,740",상승370,+4.42%,"92,778",,KOSPI,014710
TIGER 글로벌혁신블루칩TOP10,"20,185",하락15,-0.07%,"35,249",,KOSPI,464930
일동홀딩스,"13,030",상승50,+0.39%,"202,131",,KOSPI,000230
효성ITX,"13,000",상승80,+0.62%,"8,627",,KOSPI,094280
텔코웨어,"16,180",상승20,+0.12%,"5,909",,KOSPI,078000
신세계푸드,"38,550",상승100,+0.26%,"11,335",,KOSPI,031440
금호건설,"4,035",상승235,+6.18%,"134,045",,KOSPI,002990
신라교역,"9,330",상승80,+0.86%,"21,811",,KOSPI,004970
1Q 미국S&P500미국채혼합50액티브,"11,580",상승35,+0.30%,"259,429",,KOSPI,0052S0
와이투솔루션,"4,050",상승525,+14.89%,"5,842,056",,KOSPI,011690
이지스레지던스리츠,"4,010",상승15,+0.38%,"64,715",,KOSPI,350520
하나 레버리지 반도체 ETN,"59,105",상승910,+1.56%,52,,KOSPI,700028
효성화학,"38,900",보합0,0.00%,0,,KOSPI,298000
SOL 조선TOP3플러스레버리지,"16,350",상승590,+3.74%,"615,961",,KOSPI,0080Y0
디와이파워,"13,190",하락10,-0.08%,"39,000",,KOSPI,210540
KODEX 28-12 회사채(AA-이상)액티브,"9,935",보합0,0.00%,"4,812",,KOSPI,0119H0
한진중공업홀딩스,"4,915",상승250,+5.36%,"164,898",,KOSPI,003480
샘표,"50,300",상승400,+0.80%,"2,917",,KOSPI,007540
KoAct 글로벌AI&로봇액티브,"20,805",상승90,+0.43%,"49,052",,KOSPI,471040
경보제약,"6,020",하락50,-0.82%,"14,676",,KOSPI,214390
신영와코루,"15,980","상승1,030",+6.89%,"804,529",,KOSPI,005800
디씨엠,"12,600",하락40,-0.32%,"8,659",,KOSPI,024090
TIMEFOLIO 미국나스닥100채권혼합50액티브,"11,645",상승70,+0.60%,"109,831",,KOSPI,0019K0
NPC,"3,900",보합0,0.00%,"7,574",,KOSPI,004250
PLUS 한화그룹주,"23,605",상승515,+2.23%,"96,364",,KOSPI,0000J0
대성홀딩스,"8,870",상승270,+3.14%,"50,713",,KOSPI,016710
TIGER 2차전지TOP10레버리지,"1,512",상승14,+0.93%,"3,159,968",,KOSPI,412570
KEC,707,하락2,-0.28%,"268,466",,KOSPI,092220
한투 나스닥 100 ETN,"28,370",상승300,+1.07%,54,,KOSPI,570051
유니퀘스트,"6,530",상승280,+4.48%,"260,403",,KOSPI,077500
TIGER 골드선물(H),"25,995",하락10,-0.04%,"18,396",,KOSPI,319640
미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,"23,340",하락25,-0.11%,"6,102",,KOSPI,520066
RISE 26-11 회사채(AA-이상)액티브,"50,055",상승5,+0.01%,"4,474",,KOSPI,0122W0
한국제지,735,하락5,-0.68%,"53,465",,KOSPI,027970
RISE 국고채3년,"108,460",하락105,-0.10%,347,,KOSPI,114100
미래에셋 레버리지 코스피200 선물 ETN,"69,665","상승1,465",+2.15%,"3,845",,KOSPI,520054
티와이홀딩스,"2,740",하락40,-1.44%,"33,034",,KOSPI,363280
KH 필룩스,"5,310",보합0,0.00%,0,,KOSPI,033180
티에이치엔,"7,670",하락380,-4.72%,"445,062",,KOSPI,019180
남선알미늄,"1,060",상승5,+0.47%,"158,421",,KOSPI,008350
태경비케이,"4,960",상승15,+0.30%,"93,069",,KOSPI,014580
TIMEFOLIO 코스피액티브,"14,370",상승165,+1.16%,"65,111",,KOSPI,385720
ACE 미국WideMoat동일가중,"30,595",상승230,+0.76%,"12,300",,KOSPI,309230
KODEX 코리아소버린AI,"10,615",상승110,+1.05%,"438,598",,KOSPI,0115E0
하나 Solactive 2X US Tech Top 10 ETN(H),"135,260",보합0,0.00%,0,,KOSPI,700023
샘표식품,"29,600",상승50,+0.17%,"11,311",,KOSPI,248170
KODEX 성장주,"23,265",상승345,+1.51%,"3,195",,KOSPI,325010
삼성 인버스 2X WTI원유 선물 ETN,90,보합0,0.00%,"19,235,764",,KOSPI,530036
ACE 미국빅테크TOP7 Plus레버리지(합성),"43,380",상승780,+1.83%,"32,758",,KOSPI,465610
KODEX 배당가치,"19,440",상승195,+1.01%,"10,699",,KOSPI,325020
키다리스튜디오,"3,610",하락30,-0.82%,"60,361",,KOSPI,020120
세아특수강,"15,610",상승10,+0.06%,"12,298",,KOSPI,019440
코스맥스비티아이,"13,880",상승350,+2.59%,"19,705",,KOSPI,044820
HDC현대EP,"4,170",상승30,+0.72%,"50,948",,KOSPI,089470
아주스틸,"3,430",상승55,+1.63%,"10,282",,KOSPI,139990
제일파마홀딩스,"8,290",상승80,+0.97%,"13,341",,KOSPI,002620
TIGER AI반도체핵심공정,"11,705",상승55,+0.47%,"940,330",,KOSPI,471760
동방,"2,745",보합0,0.00%,"245,636",,KOSPI,004140
동부건설,"5,730",상승260,+4.75%,"136,931",,KOSPI,005960
TIGER 인도빌리언컨슈머,"11,205",하락65,-0.58%,"26,096",,KOSPI,479730
한솔홀딩스,"3,180",상승30,+0.95%,"69,821",,KOSPI,004150
ACE 우량회사채(AA-이상)액티브,"98,725",하락20,-0.02%,606,,KOSPI,0099L0
일신석재,"1,679",상승10,+0.60%,"254,015",,KOSPI,007110
TIGER 미국AI소프트웨어TOP4Plus,"10,735",상승235,+2.24%,"95,719",,KOSPI,0102A0
신흥,"13,650",상승80,+0.59%,506,,KOSPI,004080
삼성 인버스 2X 코스닥150 선물 ETN,"3,240",상승5,+0.15%,"4,514,305",,KOSPI,530107
TIGER BBIG,"7,250",상승85,+1.19%,"36,328",,KOSPI,364960
경동도시가스,"21,800",상승300,+1.40%,"14,045",,KOSPI,267290
한신공영,"11,050","상한가2,550",+30.00%,"3,651,333",,KOSPI,004960
현대리바트,"6,220",상승20,+0.32%,"18,620",,KOSPI,079430
경인양행,"3,050",하락110,-3.48%,"937,546",,KOSPI,012610
한투 S&P500 선물 ETN,"25,380",상승115,+0.46%,5,,KOSPI,570050
HS화성,"12,500",상승50,+0.40%,"31,790",,KOSPI,002460
삼성제약,"1,343",하락11,-0.81%,"437,193",,KOSPI,001360
PLUS 국공채머니마켓액티브,"51,955",보합0,0.00%,"1,605",,KOSPI,491230
유한양행우,"106,400",상승300,+0.28%,"1,362",,KOSPI,000105
한국수출포장,"3,140",하락10,-0.32%,"57,073",,KOSPI,002200
KoAct K수출핵심기업TOP30액티브,"12,265",상승90,+0.74%,"120,127",,KOSPI,0074K0
조선선재,"99,200",보합0,0.00%,"1,555",,KOSPI,120030
TIGER 글로벌AI플랫폼액티브,"13,930",상승90,+0.65%,"15,239",,KOSPI,412770
HANARO 25-12 은행채(AA+이상)액티브,"10,360",상승5,+0.05%,27,,KOSPI,489570
ACE 중국본토CSI300,"34,665",하락230,-0.66%,"2,873",,KOSPI,168580
HK 26-12 회사채(AA-이상)액티브,"102,880",보합0,0.00%,0,,KOSPI,0000Y0
TIGER 국고채30년스트립액티브,"51,385",하락85,-0.17%,"62,383",,KOSPI,451530
경동인베스트,"52,300","상승1,800",+3.56%,"8,934",,KOSPI,012320
아시아나IDT,"11,140",하락30,-0.27%,"3,104",,KOSPI,267850
삼성공조,"15,210",상승310,+2.08%,"115,594",,KOSPI,006660
TIGER 미국다우존스30,"34,095",상승240,+0.71%,"7,520",,KOSPI,245340
파워 종합채권(AA-이상)액티브,"97,010",하락40,-0.04%,2,,KOSPI,498180
RISE 중기우량회사채,"105,720",하락105,-0.10%,"1,293",,KOSPI,136340
KTcs,"2,865",상승45,+1.60%,"211,055",,KOSPI,058850
SOL 국고채10년,"105,680",하락315,-0.30%,772,,KOSPI,438570
금호에이치티,560,하락3,-0.53%,"224,382",,KOSPI,214330
DKME,515,보합0,0.00%,0,,KOSPI,015590
세원정공,"12,200",하락200,-1.61%,"11,067",,KOSPI,021820
KIWOOM 단기자금,"104,055",보합0,0.00%,"6,605",,KOSPI,130730
태림포장,"1,720",상승4,+0.23%,"27,900",,KOSPI,011280
KODEX K원자력SMR,"11,165",상승555,+5.23%,"1,049,796",,KOSPI,0098F0
TIGER 차이나반도체FACTSET,"9,425",하락30,-0.32%,"56,803",,KOSPI,396520
유니켐,"1,303",하락6,-0.46%,"293,801",,KOSPI,011330
TIGER 미디어컨텐츠,"5,520",하락75,-1.34%,"193,504",,KOSPI,228810
RISE 대형고배당10TR,"36,050",상승100,+0.28%,"37,037",,KOSPI,315960
TIGER 국채3년,"104,695",하락100,-0.10%,"2,451",,KOSPI,114820
삼성출판사,"12,030",상승80,+0.67%,"12,712",,KOSPI,068290
우신시스템,"6,540",하락30,-0.46%,"12,417",,KOSPI,017370
SOL CD금리&머니마켓액티브,"50,030",상승5,+0.01%,"55,900",,KOSPI,497880
한국무브넥스,"3,920",상승120,+3.16%,"212,666",,KOSPI,010100
ACE AI반도체포커스,"24,850",상승240,+0.98%,"334,395",,KOSPI,469150
AK홀딩스,"9,000",상승20,+0.22%,"8,405",,KOSPI,006840
SOL 의료기기소부장Fn,"10,815",하락110,-1.01%,"18,363",,KOSPI,464610
극동유화,"3,380",상승20,+0.60%,"75,910",,KOSPI,014530
한투 코스피 양매도 5% OTM ETN,"7,850",상승115,+1.49%,101,,KOSPI,570019
KODEX 미국나스닥100선물(H),"28,980",상승345,+1.20%,"25,847",,KOSPI,304940
TIGER 미국S&P500배당귀족,"12,945",하락10,-0.08%,"39,040",,KOSPI,429000
현대약품,"3,655",상승5,+0.14%,"30,698",,KOSPI,004310
TIMEFOLIO 미국S&P500액티브,"27,810",상승180,+0.65%,"37,606",,KOSPI,426020
KODEX 미국S&P500데일리커버드콜OTM,"9,970",상승65,+0.66%,"157,618",,KOSPI,0005A0
디와이,"4,430",상승25,+0.57%,"54,976",,KOSPI,013570
RISE 수소경제테마,"17,400",상승350,+2.05%,"41,086",,KOSPI,367770
종근당바이오,"21,250",하락200,-0.93%,"12,967",,KOSPI,063160
RISE 코스닥150,"16,030",하락30,-0.19%,"134,149",,KOSPI,270810
에이프로젠바이오로직스,586,하락16,-2.66%,"501,587",,KOSPI,003060
1Q 현대차그룹채권(A+이상)&국고통안,"51,535",하락50,-0.10%,"3,441",,KOSPI,492500
인천도시가스,"26,550",상승100,+0.38%,"2,170",,KOSPI,034590
대영포장,"1,061",하락14,-1.30%,"112,512",,KOSPI,014160
벽산,"1,720",상승3,+0.17%,"83,815",,KOSPI,007210
크라운제과,"9,170",상승70,+0.77%,"6,494",,KOSPI,264900
인바이오젠,"11,420",하락30,-0.26%,"3,932",,KOSPI,101140
페이퍼코리아,642,상승32,+5.25%,"29,046",,KOSPI,001020
RISE 코스닥150선물레버리지,"14,190",하락25,-0.18%,"22,299",,KOSPI,278240
삼성 레버리지 금 선물 ETN(H),"114,165",상승165,+0.14%,"3,850",,KOSPI,530055
현대코퍼레이션홀딩스,"12,500",상승180,+1.46%,"15,833",,KOSPI,227840
한일철강,"4,260",하락10,-0.23%,"38,644",,KOSPI,002220
대창,"1,247",하락9,-0.72%,"275,687",,KOSPI,012800
HANARO Fn조선해운,"29,505",상승585,+2.02%,"25,142",,KOSPI,441540
수산세보틱스,"1,818",상승1,+0.06%,"62,317",,KOSPI,017550
SK우,"200,000",상승600,+0.30%,"2,521",,KOSPI,03473K
TIGER 미국S&P500동일가중,"11,770",상승45,+0.38%,"26,870",,KOSPI,488500
HLB글로벌,"2,230",하락60,-2.62%,"96,913",,KOSPI,003580
ACE 원자력TOP10,"41,785","상승1,695",+4.23%,"179,275",,KOSPI,433500
KODEX iShares미국하이일드액티브,"11,870",상승70,+0.59%,"102,682",,KOSPI,468380
휴니드,"7,900",상승80,+1.02%,"26,227",,KOSPI,005870
1Q 중단기회사채(A-이상)액티브,"49,810",하락5,-0.01%,4,,KOSPI,0052T0
두올,"3,880",상승30,+0.78%,"52,030",,KOSPI,016740
화승코퍼레이션,"2,220",상승30,+1.37%,"161,674",,KOSPI,013520
KB 레버리지 나스닥 100 ETN,"36,945",상승870,+2.41%,"5,479",,KOSPI,580015
세이브존I&C,"2,700",상승150,+5.88%,"2,353,865",,KOSPI,067830
TIGER 레버리지,"42,495","상승1,035",+2.50%,"234,031",,KOSPI,123320
TIGER 차이나CSI300레버리지(합성),"26,235",하락235,-0.89%,"9,451",,KOSPI,204480
TIGER 여행레저,"3,475",상승45,+1.31%,"859,761",,KOSPI,228800
TIGER 글로벌AI&로보틱스 INDXX,"14,810",상승65,+0.44%,"39,803",,KOSPI,464310
STX,"3,530",보합0,0.00%,0,,KOSPI,011810
삼익악기,"1,204",보합0,0.00%,"51,899",,KOSPI,002450
RISE 고배당,"20,180",상승160,+0.80%,"76,872",,KOSPI,266160
키움 레버리지 조선TOP10 ETN,"108,875","상승4,815",+4.63%,"1,340",,KOSPI,760016
마이티 26-09 특수채(AAA)액티브,"107,230",상승10,+0.01%,290,,KOSPI,465780
BNK 26-06 특수채(AAA이상)액티브,"51,465",보합0,0.00%,201,,KOSPI,495710
KODEX 코리아배당성장채권혼합,"14,640",상승65,+0.45%,"35,709",,KOSPI,237370
SOL 미국TOP5채권혼합40 Solactive,"15,255",상승55,+0.36%,"76,623",,KOSPI,447620
1Q 미국나스닥100미국채혼합50액티브,"10,625",상승60,+0.57%,"271,471",,KOSPI,0111P0
메리츠 미국채30년 ETN(H),"7,665",하락10,-0.13%,28,,KOSPI,610037
PLUS 자사주매입고배당주,"10,930",상승65,+0.60%,"615,246",,KOSPI,0098N0
동남합성,"30,600",상승200,+0.66%,997,,KOSPI,023450
화천기계,"4,865",상승60,+1.25%,"290,477",,KOSPI,010660
엔케이,"1,356",하락16,-1.17%,"1,890,409",,KOSPI,085310
RISE 메타버스,"7,555",상승185,+2.51%,"12,509",,KOSPI,401170
성창기업지주,"1,525",상승107,+7.55%,"258,654",,KOSPI,000180
신한 레버리지 코스닥 150 선물 ETN,"42,450",하락200,-0.47%,54,,KOSPI,500071
미래에셋글로벌리츠,"2,675",상승10,+0.38%,"54,062",,KOSPI,396690
TIGER 미국S&P500선물(H),"71,620",상승400,+0.56%,"3,111",,KOSPI,143850
광전자,"1,818",하락5,-0.27%,"40,737",,KOSPI,017900
TIGER 리츠부동산인프라TOP10액티브,"10,530",상승55,+0.53%,"47,303",,KOSPI,0086B0
크라운해태홀딩스,"7,070",상승110,+1.58%,"25,231",,KOSPI,005740
KODEX 헬스케어,"22,195",상승10,+0.05%,"81,988",,KOSPI,266420
파워 200,"57,915",상승620,+1.08%,"12,728",,KOSPI,152870
KODEX 미국S&P500변동성확대시커버드콜,"11,160",상승55,+0.50%,"10,261",,KOSPI,0089C0
제이준코스메틱,"12,100",상승200,+1.68%,"30,694",,KOSPI,025620
HANARO 27-06 회사채(AA-이상)액티브,"9,995",상승5,+0.05%,"1,030",,KOSPI,0091M0
두산퓨얼셀1우,"7,620",상승120,+1.60%,"23,226",,KOSPI,33626K
KODEX 미국10년국채선물,"12,705",상승10,+0.08%,"57,377",,KOSPI,308620
황금에스티,"5,940",보합0,0.00%,"10,773",,KOSPI,032560
신한 WTI원유 선물 ETN,"10,080",하락235,-2.28%,"30,077",,KOSPI,500099
KC코트렐,918,보합0,0.00%,0,,KOSPI,119650
KODEX 미국나스닥AI테크액티브,"20,120",상승305,+1.54%,"23,507",,KOSPI,411420
한신기계,"3,100",상승75,+2.48%,"166,491",,KOSPI,011700
HL D&I,"2,645",상승30,+1.15%,"58,940",,KOSPI,014790
SOL 화장품TOP3플러스,"12,810",하락125,-0.97%,"182,972",,KOSPI,0008T0
RISE ESG사회책임투자,"22,145",하락10,-0.05%,"37,360",,KOSPI,290130
영보화학,"4,945",상승5,+0.10%,"58,117",,KOSPI,014440
메리츠 3X 레버리지 국채30년 ETN,"49,435",하락275,-0.55%,"2,081",,KOSPI,610061
KODEX TRF5050,"17,630",상승20,+0.11%,"40,283",,KOSPI,329660
인지컨트롤스,"6,240",상승20,+0.32%,"40,814",,KOSPI,023800
TIGER 200선물레버리지,"32,780",상승855,+2.68%,"1,106,157",,KOSPI,267770
CJ씨푸드,"2,735",상승15,+0.55%,"254,944",,KOSPI,011150
RISE 미국배당100데일리고정커버드콜,"8,800",하락20,-0.23%,"138,436",,KOSPI,490600
삼원강재,"2,445",상승20,+0.82%,"80,170",,KOSPI,023000
SOL 팔란티어미국채커버드콜혼합,"11,565",상승60,+0.52%,"225,898",,KOSPI,0040X0
한투 레버리지 금 선물 ETN,"97,640",상승155,+0.16%,133,,KOSPI,570059
NI스틸,"3,405",상승15,+0.44%,"27,131",,KOSPI,008260
HANARO 200TR,"74,695",상승785,+1.06%,"1,484",,KOSPI,332930
TIGER 현대차그룹+펀더멘털,"39,740",상승420,+1.07%,"49,869",,KOSPI,138540
DRB동일,"4,860",하락10,-0.21%,"10,122",,KOSPI,004840
제일연마,"9,860",상승180,+1.86%,"4,345",,KOSPI,001560
아남전자,"1,248",하락8,-0.64%,"81,002",,KOSPI,008700
진흥기업,661,상승12,+1.85%,"442,386",,KOSPI,002780
신일전자,"1,352",상승17,+1.27%,"291,061",,KOSPI,002700
KTis,"2,760",상승30,+1.10%,"136,994",,KOSPI,058860
태경케미컬,"8,260",상승150,+1.85%,"7,915",,KOSPI,006890
SOL 자동차TOP3플러스,"13,975",상승140,+1.01%,"172,477",,KOSPI,466930
ACE 미국30년국채엔화노출액티브(H),"8,935",보합0,0.00%,"81,180",,KOSPI,476750
RISE IT플러스,"23,770",상승125,+0.53%,"33,876",,KOSPI,326240
동일산업,"39,400",상승100,+0.25%,"2,700",,KOSPI,004890
ACE 미국반도체데일리타겟커버드콜(합성),"12,565",상승275,+2.24%,"105,329",,KOSPI,480040
RISE 플랫폼테마,"7,465",하락5,-0.07%,"15,295",,KOSPI,427120
RISE AI반도체TOP10,"16,530",상승160,+0.98%,"39,044",,KOSPI,0093A0
동일고무벨트,"6,830",하락40,-0.58%,"9,563",,KOSPI,163560
ACE 11월만기자동연장회사채AA-이상액티브,"10,605",상승5,+0.05%,"9,560",,KOSPI,473440
팜스코,"2,565",상승65,+2.60%,"15,146",,KOSPI,036580
WON 반도체밸류체인액티브,"18,470",상승160,+0.87%,"71,700",,KOSPI,474590
SK이노베이션우,"75,400",상승400,+0.53%,"3,205",,KOSPI,096775
RISE 미국AI밸류체인TOP3Plus,"17,650",상승210,+1.20%,"22,994",,KOSPI,485690
휴비스,"2,710",상승25,+0.93%,"50,588",,KOSPI,079980
신한 레버리지 S&P500 선물 ETN,"46,615",상승540,+1.17%,430,,KOSPI,500050
CS홀딩스,"80,400","상승1,500",+1.90%,529,,KOSPI,000590
SOL 미국S&P500ESG,"19,740",상승165,+0.84%,"27,529",,KOSPI,399110
인스코비,734,하락11,-1.48%,"289,678",,KOSPI,006490
국제약품,"4,365",상승30,+0.69%,"61,530",,KOSPI,002720
씨케이솔루션,"8,440",상승10,+0.12%,"7,318",,KOSPI,480370
TP,"1,799",상승1,+0.06%,"228,338",,KOSPI,007980
PLUS 코스피TR,"22,445",상승240,+1.08%,120,,KOSPI,328370
KODEX 메타버스액티브,"7,880",상승30,+0.38%,"31,725",,KOSPI,401470
TIGER 미국나스닥바이오,"30,585",하락175,-0.57%,"77,431",,KOSPI,203780
부국증권우,"30,300",상승100,+0.33%,"1,296",,KOSPI,001275
진양산업,"6,980",하락40,-0.57%,"33,874",,KOSPI,003780
신한 인버스2X 천연가스 선물 ETN B,"18,135",상승35,+0.19%,"84,762",,KOSPI,500096
한컴라이프케어,"3,275",하락160,-4.66%,"2,868,457",,KOSPI,372910
HANARO CAPEX설비투자iSelect,"32,330",상승895,+2.85%,"21,257",,KOSPI,454320
TIMEFOLIO K컬처액티브,"11,290",보합0,0.00%,"35,784",,KOSPI,410870
조흥,"150,500","하락1,400",-0.92%,211,,KOSPI,002600
태양금속,"2,450",하락40,-1.61%,"250,549",,KOSPI,004100
