종목명,현재가,전일비,등락률,거래량,거래대금,market,code
종근당바이오,"21,200",하락50,-0.24%,"8,816",,KOSPI,063160
KODEX 미국S&P500데일리커버드콜OTM,"9,930",하락55,-0.55%,"131,003",,KOSPI,0005A0
KODEX 미국나스닥100선물(H),"28,570",하락85,-0.30%,"64,846",,KOSPI,304940
삼성 레버리지 금 선물 ETN(H),"115,620","상승2,650",+2.35%,"7,513",,KOSPI,530055
대영포장,"1,064",상승14,+1.33%,"362,271",,KOSPI,014160
인천도시가스,"26,350",보합0,0.00%,"1,246",,KOSPI,034590
벽산,"1,721",상승7,+0.41%,"215,770",,KOSPI,007210
한일철강,"4,310",하락60,-1.37%,"88,188",,KOSPI,002220
디와이,"4,370",상승50,+1.16%,"76,451",,KOSPI,013570
HLB글로벌,"2,270",상승20,+0.89%,"209,784",,KOSPI,003580
대창,"1,260",상승14,+1.12%,"550,198",,KOSPI,012800
한투 코스피 양매도 5% OTM ETN,"7,655",보합0,0.00%,0,,KOSPI,570019
RISE 코스닥150,"16,025",상승225,+1.42%,"364,681",,KOSPI,270810
RISE 코스닥150선물레버리지,"14,210",상승475,+3.46%,"68,097",,KOSPI,278240
크라운제과,"9,100",보합0,0.00%,"7,561",,KOSPI,264900
KODEX K원자력SMR,"10,455",하락200,-1.88%,"540,277",,KOSPI,0098F0
RISE 대형고배당10TR,"34,995",상승210,+0.60%,"72,666",,KOSPI,315960
수산세보틱스,"1,817",상승3,+0.17%,"59,575",,KOSPI,017550
TIGER 미국S&P500동일가중,"11,785",상승25,+0.21%,"53,582",,KOSPI,488500
TIGER 차이나CSI300레버리지(합성),"26,750",상승555,+2.12%,"17,664",,KOSPI,204480
KODEX iShares미국하이일드액티브,"11,890",상승30,+0.25%,"69,120",,KOSPI,468380
RISE 수소경제테마,"16,685",하락460,-2.68%,"39,087",,KOSPI,367770
인바이오젠,"11,100",하락510,-4.39%,"7,959",,KOSPI,101140
현대코퍼레이션홀딩스,"12,130",하락20,-0.16%,"20,102",,KOSPI,227840
HANARO Fn조선해운,"28,645",하락540,-1.85%,"154,941",,KOSPI,441540
두올,"3,845",상승100,+2.67%,"111,935",,KOSPI,016740
STX,"3,530",보합0,0.00%,0,,KOSPI,011810
휴니드,"7,720",보합0,0.00%,"18,690",,KOSPI,005870
PLUS 자사주매입고배당주,"10,675",상승55,+0.52%,"308,705",,KOSPI,0098N0
1Q 미국나스닥100미국채혼합50액티브,"10,565",하락60,-0.56%,"289,859",,KOSPI,0111P0
삼익악기,"1,200",보합0,0.00%,"43,138",,KOSPI,002450
페이퍼코리아,610,하락29,-4.54%,"48,196",,KOSPI,001020
마이티 26-09 특수채(AAA)액티브,"107,210",하락5,0.00%,51,,KOSPI,465780
BNK 26-06 특수채(AAA이상)액티브,"51,465",보합0,0.00%,1,,KOSPI,495710
TIGER 글로벌AI&로보틱스 INDXX,"14,605",하락50,-0.34%,"47,637",,KOSPI,464310
메리츠 미국채30년 ETN(H),"7,715",하락55,-0.71%,30,,KOSPI,610037
TIGER 레버리지,"39,915",하락110,-0.27%,"270,207",,KOSPI,123320
SK우,"190,100","하락5,900",-3.01%,"5,673",,KOSPI,03473K
KB 레버리지 나스닥 100 ETN,"35,860",하락90,-0.25%,990,,KOSPI,580015
KODEX 헬스케어,"22,330",상승130,+0.59%,"89,077",,KOSPI,266420
화승코퍼레이션,"2,140",상승10,+0.47%,"87,699",,KOSPI,013520
KODEX 코리아배당성장채권혼합,"14,450",하락60,-0.41%,"41,553",,KOSPI,237370
신한 레버리지 코스닥 150 선물 ETN,"42,650","상승1,410",+3.42%,"115,257",,KOSPI,500071
동남합성,"30,250",상승50,+0.17%,319,,KOSPI,023450
ACE 원자력TOP10,"39,140","하락1,355",-3.35%,"72,066",,KOSPI,433500
TIGER 여행레저,"3,370",상승20,+0.60%,"896,187",,KOSPI,228800
광전자,"1,820",하락13,-0.71%,"38,931",,KOSPI,017900
미래에셋글로벌리츠,"2,660",하락5,-0.19%,"35,190",,KOSPI,396690
TIGER 미국S&P500선물(H),"71,270",하락230,-0.32%,"5,963",,KOSPI,143850
화천기계,"4,775",하락15,-0.31%,"143,899",,KOSPI,010660
RISE 고배당,"19,600",하락5,-0.03%,"44,517",,KOSPI,266160
엔케이,"1,329",상승3,+0.23%,"2,242,330",,KOSPI,085310
SOL 미국TOP5채권혼합40 Solactive,"15,135",하락35,-0.23%,"108,175",,KOSPI,447620
TIGER 리츠부동산인프라TOP10액티브,"10,440",상승20,+0.19%,"32,041",,KOSPI,0086B0
신한 WTI원유 선물 ETN,"10,430",상승250,+2.46%,"18,768",,KOSPI,500099
RISE 메타버스,"7,350",하락15,-0.20%,"10,814",,KOSPI,401170
KODEX 미국10년국채선물,"12,745",상승5,+0.04%,"72,930",,KOSPI,308620
HANARO 27-06 회사채(AA-이상)액티브,"9,990",하락10,-0.10%,"3,334",,KOSPI,0091M0
크라운해태홀딩스,"6,870",상승20,+0.29%,"13,919",,KOSPI,005740
KODEX 미국S&P500변동성확대시커버드콜,"11,085",하락45,-0.40%,"3,747",,KOSPI,0089C0
키움 레버리지 조선TOP10 ETN,"101,545","하락4,400",-4.15%,"37,123",,KOSPI,760016
파워 200,"56,110",하락140,-0.25%,423,,KOSPI,152870
황금에스티,"5,940",하락130,-2.14%,"48,882",,KOSPI,032560
KC코트렐,918,보합0,0.00%,0,,KOSPI,119650
두산퓨얼셀1우,"7,540",하락50,-0.66%,"12,491",,KOSPI,33626K
세이브존I&C,"2,445",하락55,-2.20%,"80,324",,KOSPI,067830
KODEX 미국나스닥AI테크액티브,"20,065",상승10,+0.05%,"41,697",,KOSPI,411420
SOL 화장품TOP3플러스,"12,855",하락285,-2.17%,"253,619",,KOSPI,0008T0
메리츠 3X 레버리지 국채30년 ETN,"50,125",하락565,-1.11%,"5,792",,KOSPI,610061
한신기계,"3,055",하락45,-1.45%,"87,028",,KOSPI,011700
영보화학,"4,945",상승115,+2.38%,"99,872",,KOSPI,014440
한투 레버리지 금 선물 ETN,"98,710","상승2,425",+2.52%,"3,954",,KOSPI,570059
성창기업지주,"1,411",하락22,-1.54%,"31,837",,KOSPI,000180
CJ씨푸드,"2,725",하락5,-0.18%,"265,306",,KOSPI,011150
인지컨트롤스,"6,190",상승40,+0.65%,"31,682",,KOSPI,023800
RISE 미국배당100데일리고정커버드콜,"8,805",상승15,+0.17%,"110,383",,KOSPI,490600
RISE ESG사회책임투자,"21,620",상승90,+0.42%,"42,315",,KOSPI,290130
DRB동일,"4,865",상승10,+0.21%,"32,428",,KOSPI,004840
KODEX TRF5050,"17,605",하락70,-0.40%,"31,431",,KOSPI,329660
한신공영,"8,360",보합0,0.00%,"27,003",,KOSPI,004960
삼원강재,"2,415",보합0,0.00%,"36,006",,KOSPI,023000
HL D&I,"2,550",하락35,-1.35%,"39,279",,KOSPI,014790
아남전자,"1,248",하락6,-0.48%,"82,643",,KOSPI,008700
신일전자,"1,354",하락14,-1.02%,"507,218",,KOSPI,002700
ACE 미국30년국채엔화노출액티브(H),"8,985",보합0,0.00%,"53,108",,KOSPI,476750
제이준코스메틱,"11,300",하락230,-1.99%,"27,968",,KOSPI,025620
동일고무벨트,"6,860",보합0,0.00%,"26,307",,KOSPI,163560
동일산업,"39,300",상승100,+0.26%,449,,KOSPI,004890
태경케미컬,"8,190",상승110,+1.36%,"65,015",,KOSPI,006890
한컴라이프케어,"3,430",상한가790,+29.92%,"26,178,471",,KOSPI,372910
NI스틸,"3,315",하락15,-0.45%,"33,254",,KOSPI,008260
ACE 11월만기자동연장회사채AA-이상액티브,"10,605",보합0,0.00%,"57,306",,KOSPI,473440
신한 인버스2X 천연가스 선물 ETN B,"18,940","하락1,835",-8.83%,"418,632",,KOSPI,500096
제일연마,"9,650",하락10,-0.10%,"1,753",,KOSPI,001560
KTis,"2,715",하락20,-0.73%,"99,085",,KOSPI,058860
HANARO 200TR,"72,455",하락165,-0.23%,"1,131",,KOSPI,332930
진흥기업,647,상승2,+0.31%,"175,732",,KOSPI,002780
RISE 플랫폼테마,"7,375",하락5,-0.07%,"1,553",,KOSPI,427120
RISE IT플러스,"23,295",상승180,+0.78%,"21,059",,KOSPI,326240
SK이노베이션우,"74,900",하락500,-0.66%,"2,548",,KOSPI,096775
SOL 팔란티어미국채커버드콜혼합,"11,590",상승35,+0.30%,"288,567",,KOSPI,0040X0
RISE AI반도체TOP10,"16,330",상승45,+0.28%,"141,853",,KOSPI,0093A0
SOL 미국S&P500ESG,"19,710",상승40,+0.20%,"32,454",,KOSPI,399110
휴비스,"2,685",하락25,-0.92%,"15,265",,KOSPI,079980
ACE 미국반도체데일리타겟커버드콜(합성),"12,185",상승70,+0.58%,"64,126",,KOSPI,480040
TIGER 현대차그룹+펀더멘털,"37,920",하락870,-2.24%,"54,196",,KOSPI,138540
팜스코,"2,510",하락15,-0.59%,"86,955",,KOSPI,036580
TIGER 200선물레버리지,"30,690",하락120,-0.39%,"425,131",,KOSPI,267770
인스코비,731,하락9,-1.22%,"284,751",,KOSPI,006490
국제약품,"4,330",하락15,-0.35%,"65,575",,KOSPI,002720
TIGER 미국나스닥바이오,"31,285",하락500,-1.57%,"146,732",,KOSPI,203780
신한 레버리지 S&P500 선물 ETN,"45,670",하락250,-0.54%,465,,KOSPI,500050
SOL 자동차TOP3플러스,"13,320",하락200,-1.48%,"216,842",,KOSPI,466930
씨케이솔루션,"8,340",하락140,-1.65%,"26,172",,KOSPI,480370
TP,"1,780",하락23,-1.28%,"475,601",,KOSPI,007980
KODEX 메타버스액티브,"7,800",하락5,-0.06%,"36,419",,KOSPI,401470
RISE 미국AI밸류체인TOP3Plus,"17,135",하락235,-1.35%,"109,280",,KOSPI,485690
부국증권우,"30,100",보합0,0.00%,"1,410",,KOSPI,001275
TIMEFOLIO K컬처액티브,"11,275",하락50,-0.44%,"82,556",,KOSPI,410870
CS홀딩스,"78,000",하락900,-1.14%,434,,KOSPI,000590
SOL 국제금,"13,235",상승245,+1.89%,"294,452",,KOSPI,0066W0
태양금속,"2,445",상승25,+1.03%,"360,452",,KOSPI,004100
조흥,"149,400","하락1,900",-1.26%,86,,KOSPI,002600
RISE 2차전지TOP10인버스(합성),"24,215",하락470,-1.90%,"323,803",,KOSPI,465350
PLUS 코스피TR,"21,830",하락5,-0.02%,609,,KOSPI,328370
KODEX WTI원유선물(H),"13,820",상승180,+1.32%,"264,356",,KOSPI,261220
한국특강,"1,467",하락14,-0.95%,"75,717",,KOSPI,007280
HANARO 종합채권(AA-이상)액티브,"108,810",하락250,-0.23%,167,,KOSPI,461500
사조오양,"9,260",하락20,-0.22%,"2,542",,KOSPI,006090
PLUS 미국S&P500(H),"27,185",하락75,-0.28%,"13,422",,KOSPI,269540
WON 반도체밸류체인액티브,"18,045",보합0,0.00%,"45,616",,KOSPI,474590
키움 레버리지 반도체TOP10 ETN,"34,580","상승1,020",+3.04%,"44,644",,KOSPI,760013
KB 레버리지 S&P 500 선물 ETN(H),"21,610",하락155,-0.71%,820,,KOSPI,580016
KODEX 글로벌비만치료제TOP2 Plus,"11,740",하락120,-1.01%,"89,579",,KOSPI,476070
진양산업,"6,600",하락180,-2.65%,"173,875",,KOSPI,003780
RISE 미국휴머노이드로봇,"15,715",하락100,-0.63%,"124,274",,KOSPI,0036R0
한국내화,"2,085",하락5,-0.24%,"37,524",,KOSPI,010040
삼호개발,"3,520",하락15,-0.42%,"31,951",,KOSPI,010960
GS우,"47,550",상승50,+0.11%,"2,522",,KOSPI,078935
미래에셋 레버리지 코스닥150 선물 ETN,"42,310","상승1,390",+3.40%,"3,648",,KOSPI,520056
동인기연,"13,800",상승50,+0.36%,"6,573",,KOSPI,111380
PLUS 신흥국MSCI(합성 H),"12,140",하락40,-0.33%,"56,720",,KOSPI,195980
HANARO CAPEX설비투자iSelect,"30,710",하락770,-2.45%,"22,169",,KOSPI,454320
KODEX TDF2040액티브,"15,165",하락40,-0.26%,"59,684",,KOSPI,433980
NH프라임리츠,"4,505",상승15,+0.33%,"82,529",,KOSPI,338100
무림페이퍼,"2,015",보합0,0.00%,"62,148",,KOSPI,009200
동방아그로,"6,110",하락10,-0.16%,"3,195",,KOSPI,007590
TIGER 인터넷TOP10,"4,695",상승5,+0.11%,"298,310",,KOSPI,365000
SOL K방산,"22,950",하락755,-3.18%,"130,374",,KOSPI,490480
신한 S&P500 VIX S/T 선물 ETN E,"13,745",상승30,+0.22%,"1,996",,KOSPI,500095
대림바스,"4,935",하락135,-2.66%,"58,829",,KOSPI,005750
ACE 포스코그룹포커스,"5,970",상승50,+0.84%,"353,368",,KOSPI,469170
부산산업,"77,600",하락400,-0.51%,"2,102",,KOSPI,011390
KODEX 국채선물10년,"68,330",하락245,-0.36%,"4,225",,KOSPI,152380
모나리자,"2,200",보합0,0.00%,"38,315",,KOSPI,012690
아모레퍼시픽홀딩스우,"12,470",상승290,+2.38%,"17,352",,KOSPI,002795
TIGER 코스닥150 레버리지,"14,070",상승420,+3.08%,"644,985",,KOSPI,233160
KIWOOM 미국S&P500,"19,940",하락80,-0.40%,"6,851",,KOSPI,449770
삼부토건,347,보합0,0.00%,0,,KOSPI,001470
ACE 8월만기자동연장회사채AA-이상액티브,"10,490",상승5,+0.05%,754,,KOSPI,475280
신송홀딩스,"6,710",하락60,-0.89%,"18,462",,KOSPI,006880
SG글로벌,"1,757",상승12,+0.69%,"188,571",,KOSPI,001380
KODEX K조선TOP10,"8,725",하락190,-2.13%,"665,369",,KOSPI,0115D0
삼정펄프,"31,550",상승450,+1.45%,"5,208",,KOSPI,009770
덕성,"5,030",상승30,+0.60%,"38,679",,KOSPI,004830
KODEX TRF7030,"21,285",하락85,-0.40%,"22,075",,KOSPI,329670
TIGER 중국소비테마,"7,470",하락25,-0.33%,"102,405",,KOSPI,150460
ACE 미국30년국채선물레버리지(합성 H),"5,710",하락45,-0.78%,"57,541",,KOSPI,452250
ACE 주주환원가치주액티브,"15,220",상승45,+0.30%,"44,639",,KOSPI,447430
대현,"1,741",하락4,-0.23%,"92,342",,KOSPI,016090
N2 레버리지 금 선물 ETN(H),"77,050","상승1,395",+1.84%,147,,KOSPI,550062
TIGER 차이나바이오테크SOLACTIVE,"9,235",상승40,+0.44%,"49,352",,KOSPI,371470
팜젠사이언스,"4,080",상승45,+1.12%,"58,725",,KOSPI,004720
메리츠 레버리지 금 선물 ETN(H),"76,490","상승1,370",+1.82%,101,,KOSPI,610012
테이팩스,"16,030",상승150,+0.94%,"13,502",,KOSPI,055490
N2 월간 레버리지 방위산업 Top5 ETN,"76,385","하락5,960",-7.24%,543,,KOSPI,550092
IHQ,"10,760",보합0,0.00%,0,,KOSPI,003560
한솔로지스틱스,"2,695",상승5,+0.19%,"83,280",,KOSPI,009180
ACE 단기채권알파액티브,"110,090",하락10,-0.01%,"1,925",,KOSPI,440640
한투 레버리지일본니케이225선물 ETN(H),"30,275",하락970,-3.10%,"1,830",,KOSPI,570106
미래에셋 레버리지 KRX 금현물 ETN,"37,840",상승800,+2.16%,"219,409",,KOSPI,520087
RISE 중국본토대형주CSI100,"23,515",상승180,+0.77%,"29,139",,KOSPI,174360
인터지스,"2,525",보합0,0.00%,"64,668",,KOSPI,129260
지엠비코리아,"3,935",상승115,+3.01%,"63,110",,KOSPI,013870
SOL 한국형글로벌반도체액티브,"29,780",상승10,+0.03%,"22,898",,KOSPI,423170
호전실업,"8,000",하락10,-0.12%,"21,090",,KOSPI,111110
RISE 미국S&P500(H),"16,265",하락100,-0.61%,"21,795",,KOSPI,453330
오리엔트바이오,630,상승29,+4.83%,"1,959,198",,KOSPI,002630
신한 블룸버그 2X 천연가스 선물 ETN,"4,970",상승305,+6.54%,"116,073",,KOSPI,500082
KODEX 미국S&P500버퍼3월액티브,"11,020",하락50,-0.45%,"2,889",,KOSPI,0026E0
ACE 200TR,"37,165",하락80,-0.21%,"27,505",,KOSPI,332500
상상인증권,680,하락2,-0.29%,"221,693",,KOSPI,001290
TIGER 글로벌4차산업혁신기술(합성 H),"20,215",하락25,-0.12%,"7,152",,KOSPI,275980
TIGER 차이나전기차레버리지(합성),"9,870",상승260,+2.71%,"10,096",,KOSPI,456680
HANARO 전력설비투자,"26,540","하락1,120",-4.05%,"163,422",,KOSPI,491820
한투 레버리지 은 선물 ETN,"72,740","상승7,310",+11.17%,"2,728",,KOSPI,570061
하이스틸,"3,590",하락55,-1.51%,"214,305",,KOSPI,071090
TIGER Fn메타버스,"7,555",하락30,-0.40%,"35,748",,KOSPI,400970
유유제약,"4,235",하락35,-0.82%,"29,861",,KOSPI,000220
KODEX 미국AI소프트웨어TOP10,"14,870",하락85,-0.57%,"85,323",,KOSPI,0041D0
깨끗한나라,"1,935",하락1,-0.05%,"27,861",,KOSPI,004540
RISE 5G테크,"21,085",하락170,-0.80%,"163,291",,KOSPI,367760
ACE 미국주식베스트셀러,"20,430",하락370,-1.78%,"91,322",,KOSPI,473590
TIGER Fn신재생에너지,"17,000",하락595,-3.38%,"77,613",,KOSPI,377990
아이티센씨티에스,589,상승17,+2.97%,"241,093",,KOSPI,031820
남광토건,"7,250",하락70,-0.96%,"13,083",,KOSPI,001260
KODEX Top10동일가중,"10,320",하락50,-0.48%,"1,085",,KOSPI,395170
KODEX 미국달러선물인버스,"7,640",상승10,+0.13%,"46,385",,KOSPI,261270
KIWOOM 단기채권ESG액티브,"108,775",하락50,-0.05%,22,,KOSPI,419890
인디에프,940,하락19,-1.98%,"257,534",,KOSPI,014990
화천기공,"32,050",상승50,+0.16%,"3,648",,KOSPI,000850
디와이덕양,"2,160",하락20,-0.92%,"30,955",,KOSPI,024900
RISE 버크셔포트폴리오TOP10,"14,720",상승35,+0.24%,"73,041",,KOSPI,475350
RISE TDF2050액티브,"15,660",하락20,-0.13%,"52,397",,KOSPI,442570
KB Wise 분할매매 ETN,"11,605",하락5,-0.04%,3,,KOSPI,580010
ACE 글로벌인컴TOP10,"11,800",하락20,-0.17%,"168,283",,KOSPI,460960
일성건설,"1,288",하락5,-0.39%,"85,411",,KOSPI,013360
ACE 미국배당퀄리티+커버드콜액티브,"11,425",하락15,-0.13%,"65,324",,KOSPI,0049M0
TIGER 200선물인버스2X,792,상승2,+0.25%,"9,181,636",,KOSPI,252710
KODEX TDF2030액티브,"13,640",하락30,-0.22%,"74,119",,KOSPI,433970
삼성 KRX 금현물 ETN,"34,430",상승370,+1.09%,"7,081",,KOSPI,530067
ACE 구글밸류체인액티브,"14,930",상승165,+1.12%,"673,378",,KOSPI,483340
삼성 인버스 2X 천연가스 선물 ETN D,"17,130","하락1,725",-9.15%,"573,777",,KOSPI,530136
KODEX 코스피TR,"20,085",하락90,-0.45%,"57,812",,KOSPI,359210
WON 대한민국국고채액티브,"56,150",하락135,-0.24%,"1,296",,KOSPI,426150
남양유업우,"34,050",하락400,-1.16%,"3,303",,KOSPI,003925
기신정기,"2,330",하락10,-0.43%,"10,324",,KOSPI,092440
마이다스 코스피액티브,"32,380",상승10,+0.03%,312,,KOSPI,403790
SOL 미국나스닥100,"15,565",하락80,-0.51%,"35,338",,KOSPI,476030
키움 코스피 200 TR ETN,"16,870",보합0,0.00%,"4,887",,KOSPI,760007
화인베스틸,"1,818",보합0,0.00%,"91,702",,KOSPI,133820
미래에셋 0.5X 코스피200 선물 ETN,"13,480",하락65,-0.48%,4,,KOSPI,520070
유니온,"4,310",보합0,0.00%,"99,452",,KOSPI,000910
비상교육,"5,160",하락20,-0.39%,"22,939",,KOSPI,100220
코오롱인더우,"24,200",보합0,0.00%,"5,246",,KOSPI,120115
혜인,"5,250",하락50,-0.94%,"41,130",,KOSPI,003010
WON 종합채권(AA-이상)액티브,"50,915",하락100,-0.20%,54,,KOSPI,488720
미래에셋맵스리츠,"2,665",상승5,+0.19%,"40,711",,KOSPI,357250
KODEX 친환경조선해운액티브,"28,325",하락530,-1.84%,"32,679",,KOSPI,445150
KODEX 미국원자력SMR,"10,470",하락220,-2.06%,"1,028,738",,KOSPI,0132H0
HANARO Fn K-POP&미디어,"8,150",하락90,-1.09%,"121,899",,KOSPI,395290
SG세계물산,327,하락6,-1.80%,"2,319,439",,KOSPI,004060
삼화왕관,"30,700",보합0,0.00%,839,,KOSPI,004450
KIWOOM 미국나스닥100(H),"20,025",하락65,-0.32%,"44,131",,KOSPI,453080
신한 레버리지 코스피 200 선물 ETN,"65,795",하락60,-0.09%,3,,KOSPI,500069
삼성 레버리지 코스피200 선물 ETN,"65,735",하락375,-0.57%,"9,648",,KOSPI,530104
한투 인버스 2X 코스닥150선물 ETN,"3,275",하락105,-3.11%,"195,682",,KOSPI,570082
KODEX 미국달러선물,"14,975",보합0,0.00%,"100,091",,KOSPI,261240
KIWOOM 코리아밸류업,"15,880",하락60,-0.38%,"14,314",,KOSPI,496090
메리츠 KAP 통안채 3개월 ETN,"54,085",보합0,0.00%,0,,KOSPI,610066
TIGER 미국S&P500레버리지(합성 H),"55,930",하락520,-0.92%,"9,042",,KOSPI,225040
KODEX 200IT TR,"20,235",상승145,+0.72%,"15,412",,KOSPI,363580
ACE 중장기국공채액티브,"106,490",하락205,-0.19%,101,,KOSPI,272910
유엔젤,"5,000",상승75,+1.52%,"85,584",,KOSPI,072130
대구백화점,"5,930",하락110,-1.82%,"9,835",,KOSPI,006370
유니온머티리얼,"1,527",상승90,+6.26%,"1,125,082",,KOSPI,047400
TIGER 미국배당다우존스타겟커버드콜1호,"11,450",상승50,+0.44%,"50,069",,KOSPI,458750
삼성 블룸버그 인버스2X WTI원유선물 ETN B,"15,970",하락335,-2.05%,"65,180",,KOSPI,530134
까뮤이앤씨,"1,069",보합0,0.00%,"35,213",,KOSPI,013700
전방,"37,800",보합0,0.00%,"2,641",,KOSPI,000950
TIGER 경기방어,"12,430",하락65,-0.52%,"55,990",,KOSPI,139280
TIGER 코스피고배당,"19,900",상승40,+0.20%,"41,595",,KOSPI,210780
키움 미국달러선물 ETN B,"10,545",상승25,+0.24%,2,,KOSPI,760018
KODEX K콘텐츠,"12,905",하락50,-0.39%,"58,577",,KOSPI,266360
조광페인트,"4,930",하락20,-0.40%,"8,120",,KOSPI,004910
TIGER 차이나글로벌리더스TOP3+,"11,655",상승125,+1.08%,"55,502",,KOSPI,0067V0
HANARO 글로벌금채굴기업,"31,435",상승705,+2.29%,"70,667",,KOSPI,473640
SK케미칼우,"29,650",상승450,+1.54%,"7,895",,KOSPI,28513K
DSR,"3,905",상승5,+0.13%,"7,760",,KOSPI,155660
보락,"1,042",상승15,+1.46%,"539,807",,KOSPI,002760
HANARO 200선물레버리지,"44,565",하락235,-0.52%,409,,KOSPI,304780
RISE 2차전지TOP10,"10,765",상승240,+2.28%,"543,492",,KOSPI,465330
다스코,"3,305",상승140,+4.42%,"3,362,785",,KOSPI,058730
KODEX TDF2060액티브,"10,975",하락55,-0.50%,"182,006",,KOSPI,0082V0
고려산업,"2,485",하락10,-0.40%,"38,969",,KOSPI,002140
TIGER 글로벌비만치료제TOP2Plus,"10,495",하락45,-0.43%,"159,473",,KOSPI,476690
RISE 미국30년국채커버드콜(합성),"9,500",하락15,-0.16%,"35,191",,KOSPI,472830
DL이앤씨2우(전환),"29,200",하락100,-0.34%,968,,KOSPI,37550L
1Q 미국나스닥100,"12,330",하락70,-0.56%,"170,546",,KOSPI,0069M0
WON 200,"57,080",하락105,-0.18%,"16,075",,KOSPI,448100
KODEX 코리아배당성장,"21,120",하락70,-0.33%,"25,432",,KOSPI,211900
화승알앤에이,"3,220",하락30,-0.92%,"71,343",,KOSPI,378850
동원금속,"1,306",하락10,-0.76%,"115,705",,KOSPI,018500
새론오토모티브,"3,170",하락5,-0.16%,"15,061",,KOSPI,075180
미래에셋 미국 테크&반도체 TOP3 ETN,"20,265",하락240,-1.17%,9,,KOSPI,520080
WON 국공채머니마켓액티브,"54,485",보합0,0.00%,208,,KOSPI,458030
ACE 삼성그룹섹터가중,"21,655",하락30,-0.14%,"19,066",,KOSPI,108450
인팩,"6,050",하락40,-0.66%,"8,429",,KOSPI,023810
보해양조,434,상승2,+0.46%,"2,168,880",,KOSPI,000890
PLUS 고배당주위클리고정커버드콜,"11,825",상승10,+0.08%,"88,757",,KOSPI,0018C0
미래에셋 2X 미국 테크&반도체 TOP3 ETN,"60,220","하락1,785",-2.88%,"2,625",,KOSPI,520081
한투 인버스2X 나스닥100 ETN B,"6,020",보합0,0.00%,"72,773",,KOSPI,570103
하나 Solactive US Tech Top 10 ETN(H),"30,015",보합0,0.00%,0,,KOSPI,700022
메리츠 3X 레버리지 미국채30년 ETN,"50,000",하락910,-1.79%,"10,160",,KOSPI,610078
씨아이테크,"1,146",하락16,-1.38%,"17,826",,KOSPI,004920
TIGER 게임TOP10,"5,255",상승10,+0.19%,"275,301",,KOSPI,364990
대양금속,"1,378",하락6,-0.43%,"139,067",,KOSPI,009190
TIGER 배당성장,"26,360",하락10,-0.04%,"8,829",,KOSPI,211560
서울식품,152,하락1,-0.65%,"1,029,761",,KOSPI,004410
미래산업,"13,120",상승130,+1.00%,"26,647",,KOSPI,025560
에셋플러스 글로벌플랫폼액티브,"16,790",하락100,-0.59%,"8,530",,KOSPI,407830
성안머티리얼스,377,하락15,-3.83%,"939,870",,KOSPI,011300
SOL 코리아밸류업TR,"16,265",상승25,+0.15%,"18,969",,KOSPI,495550
RISE 삼성그룹Top3채권혼합,"11,475",상승15,+0.13%,"116,417",,KOSPI,448630
SB성보,"2,915",상승15,+0.52%,"74,521",,KOSPI,003080
TIGER 엔비디아미국채커버드콜밸런스(합성),"10,125",하락115,-1.12%,"87,950",,KOSPI,0000D0
명문제약,"1,712",보합0,0.00%,"32,908",,KOSPI,017180
KODEX 미국S&P500버퍼6월액티브,"11,610",하락175,-1.48%,561,,KOSPI,0068M0
삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,"19,350",상승15,+0.08%,"17,485",,KOSPI,530131
SJM,"3,705",하락5,-0.13%,"73,178",,KOSPI,123700
미래에셋 0.5X 코스닥150 선물 ETN,"11,540",보합0,0.00%,0,,KOSPI,520071
메리츠 레버리지 은 선물 ETN(H),"57,700","상승5,450",+10.43%,"7,876",,KOSPI,610016
SOL 미국넥스트테크TOP10액티브,"8,485",상승45,+0.53%,"534,450",,KOSPI,0118S0
KIWOOM 미국달러선물인버스,"7,945",보합0,0.00%,656,,KOSPI,139660
PLUS 글로벌원자력밸류체인,"14,375",하락310,-2.11%,"176,459",,KOSPI,0007G0
조비,"11,050",하락160,-1.43%,"5,365",,KOSPI,001550
N2 레버리지 은 선물 ETN(H),"57,110","상승5,590",+10.85%,473,,KOSPI,550064
평화홀딩스,"3,900",상승70,+1.83%,"63,906",,KOSPI,010770
PLUS 미국채30년액티브,"55,125",하락300,-0.54%,"9,640",,KOSPI,464470
이화산업,"20,350","상승3,400",+20.06%,"1,315,719",,KOSPI,000760
HANARO MSCI Korea TR,"23,730",하락105,-0.44%,69,,KOSPI,332940
PLUS 글로벌희토류&전략자원생산기업,"7,340",상승70,+0.96%,"352,181",,KOSPI,415920
신한글로벌액티브리츠,"1,302",상승4,+0.31%,"118,880",,KOSPI,481850
미래에셋 CAPE 실러 US Core Sector ETN,"11,305",상승5,+0.04%,"8,755",,KOSPI,520089
상신브레이크,"2,630",하락5,-0.19%,"12,483",,KOSPI,041650
SJM홀딩스,"3,780",하락5,-0.13%,"13,272",,KOSPI,025530
신풍제약우,"25,650",상승250,+0.98%,"2,559",,KOSPI,019175
KODEX 미국S&P500테크놀로지,"18,160",하락30,-0.16%,"21,508",,KOSPI,463680
TIMEFOLIO 글로벌탑픽액티브,"9,905",하락10,-0.10%,"89,861",,KOSPI,0113D0
HANARO e커머스,"12,160",상승130,+1.08%,"1,884",,KOSPI,322400
